frame,track_id,label,x1,y1,x2,y2,confidence,source,cx,cy
32,6,person,887,0,916,50,0.7539936900138855,main,901.5,25.0
32,8,person,1236,41,1266,102,0.6410421133041382,main,1251.0,71.5
32,11,person,0,449,11,481,0.3001146912574768,main,5.5,465.0
32,12,person,1183,39,1214,102,0.7977446913719177,main,1198.5,70.5
32,15,person,176,177,209,240,0.4384664297103882,main,192.5,208.5
32,21,racket,716,358,762,384,0.7585687041282654,main,739.0,371.0
33,1,person,742,555,889,796,0.8912159204483032,main,815.5,675.5
33,2,person,805,50,850,130,0.8640590906143188,main,827.5,90.0
33,3,person,687,272,753,429,0.8765210509300232,main,720.0,350.5
33,4,person,1085,66,1125,125,0.8452350497245789,main,1105.0,95.5
33,5,person,1031,0,1064,45,0.7695310115814209,main,1047.5,22.5
33,6,person,889,0,918,49,0.7735793590545654,main,903.5,24.5
33,8,person,1236,42,1265,103,0.4386301040649414,main,1250.5,72.5
33,11,person,0,449,11,481,0.2995318174362182,main,5.5,465.0
33,12,person,1184,39,1214,101,0.765222430229187,main,1199.0,70.0
33,15,person,177,178,207,232,0.2840131819248199,main,192.0,205.0
33,21,racket,720,356,765,380,0.7654425501823425,main,742.5,368.0
34,1,person,742,554,888,796,0.8810243606567383,main,815.0,675.0
34,2,person,807,50,851,130,0.8589223027229309,main,829.0,90.0
34,3,person,688,273,753,429,0.8822131752967834,main,720.5,351.0
34,4,person,1085,67,1125,124,0.8410186171531677,main,1105.0,95.5
34,5,person,1031,0,1064,45,0.7299029231071472,main,1047.5,22.5
34,6,person,891,0,919,49,0.7650690674781799,main,905.0,24.5
34,8,person,1236,43,1264,103,0.3892846405506134,main,1250.0,73.0
